Timestamp,Topic,Payload
2024-05-13T11:32:13.958386,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0, ""hdg"": 13.813993453979492}"
2024-05-13T11:32:13.958386,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0, ""abs_alt"": 161.92800903320312}"
2024-05-13T11:32:13.958386,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:13.958386,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0, ""hdg"": 13.81241226196289}"
2024-05-13T11:32:13.958386,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0, ""abs_alt"": 161.92800903320312}"
2024-05-13T11:32:13.973395,avr/fcm/location/local,"{""dX"": -1.5432617664337158, ""dY"": -1.4767369031906128, ""dZ"": -2.5924105644226074}"
2024-05-13T11:32:13.973395,avr/vio/position/ned,"{""n"": -63.51080625096661, ""e"": 20.30305908595577, ""d"": -87.82195448305049}"
2024-05-13T11:32:13.973395,avr/fusion/position/ned,"{""n"": -63.51080625096661, ""e"": 20.30305908595577, ""d"": -87.82195448305049}"
2024-05-13T11:32:13.973395,avr/vio/orientation/eul,"{""psi"": 2.3934953017091085, ""theta"": -0.08049170552763482, ""phi"": 0.13873460236335178}"
2024-05-13T11:32:13.973395,avr/vio/heading,"{""degrees"": 7.948907187845753}"
2024-05-13T11:32:13.973395,avr/vio/velocity/ned,"{""n"": 0.015528578507272607, ""e"": -3.7694545952897327, ""d"": -3.512556615628695}"
2024-05-13T11:32:13.973395,avr/vio/confidence,"{""tracker"": 89}"
2024-05-13T11:32:13.973395,avr/fusion/geo,"{""lat"": 32.80854327334727, ""lon"": -97.15634283218789, ""alt"": 162.37821958031506}"
2024-05-13T11:32:13.973395,avr/fusion/attitude/euler,"{""psi"": 2.3934953017091085, ""theta"": -0.08049170552763482, ""phi"": 0.13873460236335178}"
2024-05-13T11:32:13.973395,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.004748,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0, ""hdg"": 13.809605598449707}"
2024-05-13T11:32:14.004748,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0, ""abs_alt"": 161.92800903320312}"
2024-05-13T11:32:14.004748,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.004748,avr/fcm/location/local,"{""dX"": -1.5433851480484009, ""dY"": -1.4768762588500977, ""dZ"": -2.59248423576355}"
2024-05-13T11:32:14.004748,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0, ""hdg"": 13.805384635925293}"
2024-05-13T11:32:14.004748,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0, ""abs_alt"": 161.9290008544922}"
2024-05-13T11:32:14.020387,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.020387,avr/fusion/attitude/heading,"{""heading"": 7.948907187845753}"
2024-05-13T11:32:14.020387,avr/fusion/velocity/ned,"{""Vn"": 0.015528578507272607, ""Ve"": -3.7694545952897327, ""Vd"": -3.512556615628695}"
2024-05-13T11:32:14.021293,avr/fusion/groundspeed,"{""groundspeed"": 3.7694865807827647}"
2024-05-13T11:32:14.021293,avr/fusion/climbrate,"{""climb_rate_fps"": 691.4467697865086}"
2024-05-13T11:32:14.021293,avr/fusion/hil_gps,"{""time_usec"": 1715617936709005, ""fix_type"": 3, ""lat"": 328085432, ""lon"": -971563428, ""alt"": 162378, ""eph"": 20, ""epv"": 5, ""vel"": 3, ""vn"": 0, ""ve"": -3, ""vd"": -3, ""cog"": 700, ""satellites_visible"": 13, ""heading"": 794}"
2024-05-13T11:32:14.021293,avr/apriltags/fps,"{""fps"": 5}"
2024-05-13T11:32:14.021293,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0, ""hdg"": 13.80538558959961}"
2024-05-13T11:32:14.021293,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0, ""abs_alt"": 161.9290008544922}"
2024-05-13T11:32:14.021293,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.021293,avr/fcm/location/local,"{""dX"": -1.5435296297073364, ""dY"": -1.4770342111587524, ""dZ"": -2.5925776958465576}"
2024-05-13T11:32:14.021293,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0, ""hdg"": 13.80053997039795}"
2024-05-13T11:32:14.068771,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0, ""abs_alt"": 161.9290008544922}"
2024-05-13T11:32:14.068771,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2024-05-13T11:32:14.068771,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.068771,avr/fcm/attitude/euler,"{""roll"": 1.2630280256271362, ""pitch"": 0.040571048855781555, ""yaw"": 13.796096801757812}"
2024-05-13T11:32:14.068771,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0, ""hdg"": 13.796096801757812}"
2024-05-13T11:32:14.068771,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0, ""abs_alt"": 161.9290008544922}"
2024-05-13T11:32:14.068771,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.068771,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0, ""hdg"": 13.791152954101562}"
2024-05-13T11:32:14.068771,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0, ""abs_alt"": 161.9290008544922}"
2024-05-13T11:32:14.068771,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.068771,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.068771,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0, ""hdg"": 13.788712501525879}"
2024-05-13T11:32:14.068771,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0, ""abs_alt"": 161.9290008544922}"
2024-05-13T11:32:14.116366,avr/fcm/status,"{""mode"": ""LAND"", ""armed"": false}"
2024-05-13T11:32:14.116366,avr/fcm/status,"{""armed"": false, ""mode"": ""LAND""}"
2024-05-13T11:32:14.125280,avr/fcm/location/local,"{""dX"": -1.5437102317810059, ""dY"": -1.477229118347168, ""dZ"": -2.5926878452301025}"
2024-05-13T11:32:14.125280,avr/fusion/hil_gps,"{""time_usec"": 1715617936813565, ""fix_type"": 3, ""lat"": 328085432, ""lon"": -971563428, ""alt"": 162378, ""eph"": 20, ""epv"": 5, ""vel"": 3, ""vn"": 0, ""ve"": -3, ""vd"": -3, ""cog"": 700, ""satellites_visible"": 13, ""heading"": 794}"
2024-05-13T11:32:14.125280,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0, ""hdg"": 13.785269737243652}"
2024-05-13T11:32:14.125280,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0, ""abs_alt"": 161.9290008544922}"
2024-05-13T11:32:14.163084,avr/vio/position/ned,"{""n"": -63.48782423233823, ""e"": 20.652966888089264, ""d"": -87.43665310221796}"
2024-05-13T11:32:14.163084,avr/fusion/position/ned,"{""n"": -63.48782423233823, ""e"": 20.652966888089264, ""d"": -87.43665310221796}"
2024-05-13T11:32:14.163084,avr/vio/orientation/eul,"{""psi"": 2.405780157740961, ""theta"": -0.08428818342992064, ""phi"": 0.13531254010107216}"
2024-05-13T11:32:14.163084,avr/vio/heading,"{""degrees"": 7.7528374629861405}"
2024-05-13T11:32:14.163084,avr/vio/velocity/ned,"{""n"": -0.035828286474877596, ""e"": 2.311387068622715, ""d"": 1.0879812659798092}"
2024-05-13T11:32:14.163084,avr/vio/confidence,"{""tracker"": 93}"
2024-05-13T11:32:14.163084,avr/fusion/geo,"{""lat"": 32.80854327541951, ""lon"": -97.1563427948273, ""alt"": 162.37436656651784}"
2024-05-13T11:32:14.163084,avr/fusion/attitude/euler,"{""psi"": 2.405780157740961, ""theta"": -0.08428818342992064, ""phi"": 0.13531254010107216}"
2024-05-13T11:32:14.163084,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.163084,avr/fcm/attitude/euler,"{""roll"": 1.2612687349319458, ""pitch"": 0.04007679969072342, ""yaw"": 13.783095359802246}"
2024-05-13T11:32:14.163084,avr/thermal/reading,"{""data"": ""Dg0NDQwNDA0PDg4ODg0ODg8ODg4ODg4OEA4ODg4ODg4PDg4ODg4ODhAPDw4ODg8OEBAPDw4PDw8REBEQEBAQEA==""}"
2024-05-13T11:32:14.163084,avr/sandbox/CIC,"{""Thermal Targeting"": ""Offline"", ""CIC"": ""Online"", ""Autonomous"": ""Online"", ""Recon"": ""Off"", ""Sanity"": ""Gone"", ""Laser"": ""Off""}"
2024-05-13T11:32:14.163084,avr/fcm/location/local,"{""dX"": -1.5438814163208008, ""dY"": -1.4774118661880493, ""dZ"": -2.592787265777588}"
2024-05-13T11:32:14.163084,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2024-05-13T11:32:14.178540,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0, ""hdg"": 13.783095359802246}"
2024-05-13T11:32:14.178540,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0, ""abs_alt"": 161.9290008544922}"
2024-05-13T11:32:14.178540,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.209934,avr/fcm/location/local,"{""dX"": -1.544041395187378, ""dY"": -1.4775886535644531, ""dZ"": -2.5928831100463867}"
2024-05-13T11:32:14.209934,avr/fusion/attitude/heading,"{""heading"": 7.7528374629861405}"
2024-05-13T11:32:14.209934,avr/fusion/velocity/ned,"{""Vn"": -0.035828286474877596, ""Ve"": 2.311387068622715, ""Vd"": 1.0879812659798092}"
2024-05-13T11:32:14.209934,avr/fusion/groundspeed,"{""groundspeed"": 2.3116647350141486}"
2024-05-13T11:32:14.209934,avr/fusion/climbrate,"{""climb_rate_fps"": -214.16911220812543}"
2024-05-13T11:32:14.209934,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0010000000474974513, ""hdg"": 13.781133651733398}"
2024-05-13T11:32:14.209934,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0010000000474974513, ""abs_alt"": 161.9290008544922}"
2024-05-13T11:32:14.226203,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.226203,avr/fusion/hil_gps,"{""time_usec"": 1715617936914679, ""fix_type"": 3, ""lat"": 328085432, ""lon"": -971563427, ""alt"": 162374, ""eph"": 20, ""epv"": 5, ""vel"": 2, ""vn"": 0, ""ve"": 2, ""vd"": 1, ""cog"": 700, ""satellites_visible"": 13, ""heading"": 775}"
2024-05-13T11:32:14.226203,avr/fcm/location/local,"{""dX"": -1.544187068939209, ""dY"": -1.4777475595474243, ""dZ"": -2.592966079711914}"
2024-05-13T11:32:14.226203,avr/apriltags/fps,"{""fps"": 5}"
2024-05-13T11:32:14.226203,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0010000000474974513, ""hdg"": 13.777338027954102}"
2024-05-13T11:32:14.226203,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0010000000474974513, ""abs_alt"": 161.9290008544922}"
2024-05-13T11:32:14.257122,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.257122,avr/fcm/location/local,"{""dX"": -1.5443601608276367, ""dY"": -1.4779342412948608, ""dZ"": -2.593068838119507}"
2024-05-13T11:32:14.257122,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2024-05-13T11:32:14.257122,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0010000000474974513, ""hdg"": 13.775898933410645}"
2024-05-13T11:32:14.257122,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0010000000474974513, ""abs_alt"": 161.9290008544922}"
2024-05-13T11:32:14.257122,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.257122,avr/fcm/location/local,"{""dX"": -1.5445748567581177, ""dY"": -1.4781439304351807, ""dZ"": -2.5931906700134277}"
2024-05-13T11:32:14.257122,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0010000000474974513, ""hdg"": 13.774087905883789}"
2024-05-13T11:32:14.257122,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0010000000474974513, ""abs_alt"": 161.9300079345703}"
2024-05-13T11:32:14.257122,avr/vio/position/ned,"{""n"": -63.469071043850434, ""e"": 20.71273637322207, ""d"": -87.24631363430254}"
2024-05-13T11:32:14.304073,avr/fusion/position/ned,"{""n"": -63.469071043850434, ""e"": 20.71273637322207, ""d"": -87.24631363430254}"
2024-05-13T11:32:14.304073,avr/fusion/geo,"{""lat"": 32.80854327711045, ""lon"": -97.15634278844554, ""alt"": 162.37246317084777}"
2024-05-13T11:32:14.304073,avr/fcm/attitude/euler,"{""roll"": 1.2627886533737183, ""pitch"": 0.038637373596429825, ""yaw"": 13.769472122192383}"
2024-05-13T11:32:14.304073,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.304073,avr/vio/orientation/eul,"{""psi"": 2.408149852709382, ""theta"": -0.08293833953287537, ""phi"": 0.1355889509135149}"
2024-05-13T11:32:14.304073,avr/vio/heading,"{""degrees"": 7.768674635950891}"
2024-05-13T11:32:14.304073,avr/vio/velocity/ned,"{""n"": 0.1894781388432147, ""e"": 0.5097453852733933, ""d"": 1.1438346770872552}"
2024-05-13T11:32:14.304073,avr/fusion/attitude/euler,"{""psi"": 2.408149852709382, ""theta"": -0.08293833953287537, ""phi"": 0.1355889509135149}"
2024-05-13T11:32:14.304073,avr/fusion/attitude/heading,"{""heading"": 7.768674635950891}"
2024-05-13T11:32:14.304073,avr/vio/confidence,"{""tracker"": 92}"
2024-05-13T11:32:14.304073,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0010000000474974513, ""hdg"": 13.769472122192383}"
2024-05-13T11:32:14.304073,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0010000000474974513, ""abs_alt"": 161.9300079345703}"
2024-05-13T11:32:14.304073,avr/fcm/location/local,"{""dX"": -1.5447335243225098, ""dY"": -1.4782934188842773, ""dZ"": -2.5932822227478027}"
2024-05-13T11:32:14.304073,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.304073,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0010000000474974513, ""hdg"": 13.7694730758667}"
2024-05-13T11:32:14.351409,avr/fusion/velocity/ned,"{""Vn"": 0.1894781388432147, ""Ve"": 0.5097453852733933, ""Vd"": 1.1438346770872552}"
2024-05-13T11:32:14.351409,avr/fusion/groundspeed,"{""groundspeed"": 0.5438219588312049}"
2024-05-13T11:32:14.351409,avr/fusion/climbrate,"{""climb_rate_fps"": -225.16385618462618}"
2024-05-13T11:32:14.351409,avr/fusion/hil_gps,"{""time_usec"": 1715617937015300, ""fix_type"": 3, ""lat"": 328085432, ""lon"": -971563427, ""alt"": 162372, ""eph"": 20, ""epv"": 5, ""vel"": 0, ""vn"": 0, ""ve"": 0, ""vd"": 1, ""cog"": 700, ""satellites_visible"": 13, ""heading"": 776}"
2024-05-13T11:32:14.351409,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0010000000474974513, ""abs_alt"": 161.9300079345703}"
2024-05-13T11:32:14.351409,avr/fcm/location/local,"{""dX"": -1.5449224710464478, ""dY"": -1.4784631729125977, ""dZ"": -2.593392848968506}"
2024-05-13T11:32:14.351409,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.351409,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0010000000474974513, ""hdg"": 13.76573371887207}"
2024-05-13T11:32:14.351409,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0010000000474974513, ""abs_alt"": 161.9300079345703}"
2024-05-13T11:32:14.351409,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.351409,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2024-05-13T11:32:14.399548,avr/fcm/location/local,"{""dX"": -1.5451053380966187, ""dY"": -1.4786230325698853, ""dZ"": -2.593496322631836}"
2024-05-13T11:32:14.399548,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0010000000474974513, ""hdg"": 13.762304306030273}"
2024-05-13T11:32:14.399548,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0010000000474974513, ""abs_alt"": 161.9300079345703}"
2024-05-13T11:32:14.399548,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.399548,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0010000000474974513, ""hdg"": 13.7592191696167}"
2024-05-13T11:32:14.399548,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0010000000474974513, ""abs_alt"": 161.9300079345703}"
2024-05-13T11:32:14.399548,avr/fcm/attitude/euler,"{""roll"": 1.263219952583313, ""pitch"": 0.03867859020829201, ""yaw"": 13.755135536193848}"
2024-05-13T11:32:14.399548,avr/fusion/hil_gps,"{""time_usec"": 1715617937116773, ""fix_type"": 3, ""lat"": 328085432, ""lon"": -971563427, ""alt"": 162372, ""eph"": 20, ""epv"": 5, ""vel"": 0, ""vn"": 0, ""ve"": 0, ""vd"": 1, ""cog"": 700, ""satellites_visible"": 13, ""heading"": 776}"
2024-05-13T11:32:14.399548,avr/apriltags/fps,"{""fps"": 5}"
2024-05-13T11:32:14.446504,avr/fcm/hil_gps_stats,"{""num_frames"": 3126}"
2024-05-13T11:32:14.446504,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.446504,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0010000000474974513, ""hdg"": 13.755135536193848}"
2024-05-13T11:32:14.446504,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0010000000474974513, ""abs_alt"": 161.9300079345703}"
2024-05-13T11:32:14.446504,avr/thermal/reading,"{""data"": ""Dg0NDg4NDA0ODg8ODg0ODg8ODg4ODg4ODw8ODg4ODg4PDg4ODg4ODhAPDg4ODg4OERAQDw8PDxAREBEQEREQEA==""}"
2024-05-13T11:32:14.446504,avr/vio/position/ned,"{""n"": -63.47442166142699, ""e"": 20.829957724909374, ""d"": -87.14252900607819}"
2024-05-13T11:32:14.446504,avr/vio/orientation/eul,"{""psi"": 2.4090270041778994, ""theta"": -0.08352001137255244, ""phi"": 0.13631849842530497}"
2024-05-13T11:32:14.446504,avr/vio/heading,"{""degrees"": 7.810474629330733}"
2024-05-13T11:32:14.446504,avr/vio/velocity/ned,"{""n"": -0.08455175437674614, ""e"": 0.7086587662728417, ""d"": 0.6481116970643302}"
2024-05-13T11:32:14.446504,avr/vio/confidence,"{""tracker"": 93}"
2024-05-13T11:32:14.446504,avr/fusion/position/ned,"{""n"": -63.47442166142699, ""e"": 20.829957724909374, ""d"": -87.14252900607819}"
2024-05-13T11:32:14.446504,avr/fusion/attitude/euler,"{""psi"": 2.4090270041778994, ""theta"": -0.08352001137255244, ""phi"": 0.13631849842530497}"
2024-05-13T11:32:14.446504,avr/fusion/attitude/heading,"{""heading"": 7.810474629330733}"
2024-05-13T11:32:14.446504,avr/fcm/location/local,"{""dX"": -1.5453201532363892, ""dY"": -1.4788161516189575, ""dZ"": -2.5936145782470703}"
2024-05-13T11:32:14.446504,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2024-05-13T11:32:14.493378,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.493378,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0010000000474974513, ""hdg"": 13.750054359436035}"
2024-05-13T11:32:14.493378,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0010000000474974513, ""abs_alt"": 161.9300079345703}"
2024-05-13T11:32:14.493378,avr/fcm/location/local,"{""dX"": -1.5454671382904053, ""dY"": -1.4789413213729858, ""dZ"": -2.593693733215332}"
2024-05-13T11:32:14.493378,avr/fusion/velocity/ned,"{""Vn"": -0.08455175437674614, ""Ve"": 0.7086587662728417, ""Vd"": 0.6481116970643302}"
2024-05-13T11:32:14.493378,avr/fusion/groundspeed,"{""groundspeed"": 0.713684976851504}"
2024-05-13T11:32:14.493378,avr/fusion/climbrate,"{""climb_rate_fps"": -127.5807875671134}"
2024-05-13T11:32:14.493378,avr/fusion/geo,"{""lat"": 32.808543276627994, ""lon"": -97.1563427759295, ""alt"": 162.37142532507315}"
2024-05-13T11:32:14.493378,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.493378,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0020000000949949026, ""hdg"": 13.748340606689453}"
2024-05-13T11:32:14.493378,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0020000000949949026, ""abs_alt"": 161.9300079345703}"
2024-05-13T11:32:14.493378,avr/fcm/location/local,"{""dX"": -1.545719861984253, ""dY"": -1.479169487953186, ""dZ"": -2.5938260555267334}"
2024-05-13T11:32:14.493378,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.540245,avr/fusion/hil_gps,"{""time_usec"": 1715617937217652, ""fix_type"": 3, ""lat"": 328085432, ""lon"": -971563427, ""alt"": 162371, ""eph"": 20, ""epv"": 5, ""vel"": 0, ""vn"": 0, ""ve"": 0, ""vd"": 0, ""cog"": 700, ""satellites_visible"": 13, ""heading"": 781}"
2024-05-13T11:32:14.540245,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0020000000949949026, ""hdg"": 13.746465682983398}"
2024-05-13T11:32:14.540245,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0020000000949949026, ""abs_alt"": 161.9300079345703}"
2024-05-13T11:32:14.540245,avr/fcm/location/local,"{""dX"": -1.5459413528442383, ""dY"": -1.4793663024902344, ""dZ"": -2.5939388275146484}"
2024-05-13T11:32:14.540245,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.540245,avr/fcm/attitude/euler,"{""roll"": 1.2639682292938232, ""pitch"": 0.03878821060061455, ""yaw"": 13.742226600646973}"
2024-05-13T11:32:14.540245,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0020000000949949026, ""hdg"": 13.742226600646973}"
2024-05-13T11:32:14.540245,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0020000000949949026, ""abs_alt"": 161.9300079345703}"
2024-05-13T11:32:14.587122,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.587122,avr/fcm/location/local,"{""dX"": -1.5461753606796265, ""dY"": -1.4795794486999512, ""dZ"": -2.5940487384796143}"
2024-05-13T11:32:14.587122,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2024-05-13T11:32:14.587122,avr/apriltags/fps,"{""fps"": 5}"
2024-05-13T11:32:14.587122,avr/fcm/location/global,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""alt"": 0.0020000000949949026, ""hdg"": 13.742226600646973}"
2024-05-13T11:32:14.587122,avr/fcm/location/global_full,"{""lat"": 32.808551099999995, ""lon"": -97.1563336, ""rel_alt"": 0.0020000000949949026, ""abs_alt"": 161.93101501464844}"
2024-05-13T11:32:14.587122,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:14.602581,avr/vio/position/ned,"{""n"": -63.48675917785346, ""e"": 20.809996344174554, ""d"": -87.14429146053516}"
2024-05-13T11:32:14.602581,avr/fcm/location/local,"{""dX"": -1.5463544130325317, ""dY"": -1.4797489643096924, ""dZ"": -2.5941355228424072}"
2024-05-13T11:32:14.602581,avr/fusion/position/ned,"{""n"": -63.48675917785346, ""e"": 20.809996344174554, ""d"": -87.14429146053516}"
2024-05-13T11:32:14.602581,avr/fcm/location/global,"{""lat"": 32.808551, ""lon"": -97.1563336, ""alt"": 0.0020000000949949026, ""hdg"": 13.736928939819336}"
2024-05-13T11:32:14.602581,avr/fusion/geo,"{""lat"": 32.80854327551555, ""lon"": -97.15634277806083, ""alt"": 162.37144294989943}"
2024-05-13T11:32:14.602581,avr/fcm/location/global_full,"{""lat"": 32.808551, ""lon"": -97.1563336, ""rel_alt"": 0.0020000000949949026, ""abs_alt"": 161.93101501464844}"
2024-05-13T11:32:14.602581,avr/vio/orientation/eul,"{""psi"": 2.4078239556330443, ""theta"": -0.08307132549784271, ""phi"": 0.1362931957468743}"
